Location_Renamed,Location,Type_1,Type_2,Quarter,GDP_Quarterly
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2022Q2,7963778.93
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2022Q3,8120442.188
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2022Q4,8277958.102
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2023Q1,8436753
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2023Q2,8597111.102
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2023Q3,8758748.188
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2023Q4,8921237.93
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2024Q1,9084154
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2024Q2,9247070.07
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2024Q3,9409559.813
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2024Q4,9571196.898
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2025Q1,9731555
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2025Q2,9890207.789
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2025Q3,10046728.94
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,04. Information and communication,2025Q4,10200692.12
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2020Q1,3077221
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2020Q2,3133686.258
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2020Q3,3248969.563
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2020Q4,3414668.336
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2021Q1,3622380
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2021Q2,3863701.977
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2021Q3,4130231.688
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2021Q4,4413566.555
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2022Q1,4705304
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2022Q2,4997041.445
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2022Q3,5280376.313
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2022Q4,5546906.023
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2023Q1,5788228
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2023Q2,5998740.523
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2023Q3,6184045.313
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2023Q4,6352544.945
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2024Q1,6512642
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2024Q2,6672739.055
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2024Q3,6841238.688
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2024Q4,7026543.477
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2025Q1,7237056
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2025Q2,7481178.836
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2025Q3,7767314.563
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,05. Financial and insurance activities,2025Q4,8103865.758
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2020Q1,5378277
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2020Q2,5571998.734
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2020Q3,5726025.875
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2020Q4,5846029.078
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2021Q1,5937679
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2021Q2,6006646.297
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2021Q3,6058601.625
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2021Q4,6099215.641
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2022Q1,6134159
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2022Q2,6169102.359
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2022Q3,6209716.375
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2022Q4,6261671.703
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2023Q1,6330639
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2023Q2,6420398.703
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2023Q3,6527170.375
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2023Q4,6645283.359
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2024Q1,6769067
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2024Q2,6892850.641
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2024Q3,7010963.625
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2024Q4,7117735.297
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2025Q1,7207495
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2025Q2,7274572.078
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2025Q3,7313295.875
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,06. Real estate and ownership of dwellings,2025Q4,7317995.734
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2020Q1,645290.25
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2020Q2,710919.1465
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2020Q3,764152.5469
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2020Q4,806761.2363
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2021Q1,840516
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2021Q2,867187.623
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2021Q3,888546.8906
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2021Q4,906364.5879
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2022Q1,922411.5
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2022Q2,938458.4121
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2022Q3,956276.1094
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2022Q4,977635.377
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2023Q1,1004307
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2023Q2,1037471.502
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2023Q3,1075948.359
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2023Q4,1117966.787
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2024Q1,1161756
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2024Q2,1205545.213
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2024Q3,1247563.641
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2024Q4,1286040.498
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2025Q1,1319205
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2025Q2,1345286.361
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2025Q3,1362513.797
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,07. Professional and business services,2025Q4,1369116.521
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2020Q1,24569869.5
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2020Q2,24434015.54
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2020Q3,24556366.59
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2020Q4,24900036.22
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2021Q1,25428138
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2021Q2,26103785.5
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2021Q3,26890092.28
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2021Q4,27750171.93
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2022Q1,28647138
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2022Q2,29544104.07
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2022Q3,30404183.72
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2022Q4,31190490.5
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2023Q1,31866138
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2023Q2,32406535.25
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2023Q3,32836273.22
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2023Q4,33192238.32
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2024Q1,33511317
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2024Q2,33830395.68
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2024Q3,34186360.78
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2024Q4,34616098.75
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2025Q1,35156496
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2025Q2,35844438.97
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2025Q3,36716814.09
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,"08. Public administration and defense; 
  compulsory social security",2025Q4,37810507.79
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2020Q1,18935086.5
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2020Q2,19288226.87
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2020Q3,19666274.72
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2020Q4,20065671.83
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2021Q1,20482860
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2021Q2,20914281.01
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2021Q3,21356376.66
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2021Q4,21805588.72
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2022Q1,22258359
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2022Q2,22711129.28
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2022Q3,23160341.34
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2022Q4,23602436.99
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2023Q1,24033858
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2023Q2,24452232.24
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2023Q3,24859931.84
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2023Q4,25260515.03
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2024Q1,25657540
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2024Q2,26054564.97
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2024Q3,26455148.16
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2024Q4,26862847.76
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2025Q1,27281222
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2025Q2,27713829.08
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2025Q3,28164227.22
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,09. Education,2025Q4,28635974.62
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2020Q1,4238676
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2020Q2,4624646.297
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2020Q3,4938379.875
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2020Q4,5190196.266
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2021Q1,5390415
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2021Q2,5549355.609
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2021Q3,5677337.625
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2021Q4,5784680.578
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2022Q1,5881704
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2022Q2,5978727.422
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2022Q3,6086070.375
Autonomous Region in Muslim Mindanao (ARMM),ARMM,Services,10. Human health and social work activities,2022Q4,6214052.391
